customer_id,customer_postal_code,order_id,customer_id
aba0612f1bda6131d3058084c31511ca,11081,cd6f777c4734b77c8f01725d6a3500c0,aba0612f1bda6131d3058084c31511ca
17afd45c52122a6b1bc88f5b407804d8,2858,ef709a4dccff4d7df51305cc4f1dddde,17afd45c52122a6b1bc88f5b407804d8
b7ff4b1fadc4584dc3c387adedeaa71c,55790,574b660575423ea08637ab9393a5a64f,b7ff4b1fadc4584dc3c387adedeaa71c
42bb785f5ebc990d77c23aa2e1d6f3c7,22430,41c350b4fbc29efe17a778365a0a5d08,42bb785f5ebc990d77c23aa2e1d6f3c7
5a7d61368fc23bac656d669aa49702ab,81670,23cb58815b6e6ba073afff7d37258dfb,5a7d61368fc23bac656d669aa49702ab
012938ae26ceaa758b735826636366f8,8490,6afd8b64eabf9544f371b79bc6569bce,012938ae26ceaa758b735826636366f8
42e93a700e1be7759870d72302a25aa0,13260,a208f1b14dd7bd4f2830243124d9714f,42e93a700e1be7759870d72302a25aa0
3a5e6f873f45644fdfea652076839de0,18090,fe857b5ac310b06adabd0e18af932cc5,3a5e6f873f45644fdfea652076839de0
6d5a5dfa222fc57375d506ceda90a1a9,6330,669a663f230d97aa7f73a763ce435bcb,6d5a5dfa222fc57375d506ceda90a1a9
3ef07c4bf193cdc766ec811397a59c88,65075,abbfe78fd05873101e792fa04bbad963,3ef07c4bf193cdc766ec811397a59c88
5f4e520b45ba37afc9d95eb0849cdb30,15041,1799e94e91291daf90a277f54a4e1215,5f4e520b45ba37afc9d95eb0849cdb30
f7f57fa985f2f153e3fbf2bafffe6cc7,21221,10e133f423bb02952878401b944fa13f,f7f57fa985f2f153e3fbf2bafffe6cc7
a5a5a602f049547e4fe6c39a0a2629b6,6266,6feadaaee762109cbc3bfaf93254fab9,a5a5a602f049547e4fe6c39a0a2629b6
7d6a0d2bc3cd8656c1be4de50b4d73d3,85585,062b1b23a7928be5abeb406e5889e08e,7d6a0d2bc3cd8656c1be4de50b4d73d3
219f488f72dad40f893a855ceb6afdc5,59547,a503842ce2c01bf4bae8b9ed571f29a5,219f488f72dad40f893a855ceb6afdc5
6af7f8410a3e4bdf3a8a138c9a0bc2f8,31210,fa63bd85298f3d5a0d7750094e271e57,6af7f8410a3e4bdf3a8a138c9a0bc2f8
5d5a1f726e41c476ccc0b8142a8c8251,5021,3d31baf1573b52990d33a1f9d2f03ce5,5d5a1f726e41c476ccc0b8142a8c8251
5c87184371002d49e08b9ac10eb96647,24220,d701dc60f61795a62070fa2494b6691a,5c87184371002d49e08b9ac10eb96647
ea15d85fe65df193ac50b5d8a9d50e6f,24220,f38bcea38944dc89223a23571a1207e5,ea15d85fe65df193ac50b5d8a9d50e6f
51474a10ad0b69711d52947b293f6e87,32604,a6342076665c42007b429ba796b34480,51474a10ad0b69711d52947b293f6e87
0a62a6da974f642ec39e568234acb107,86470,2bafcaecb60350e62797b7bfd0fa1e54,0a62a6da974f642ec39e568234acb107
95fa98658683be343be03b8135d89ce2,38800,905bd749100612f28936959483361129,95fa98658683be343be03b8135d89ce2
3fd923429a0a3f921b44ae5e4dc2c96f,20771,b226cacb0f9d03a94be963d2d8ceff65,3fd923429a0a3f921b44ae5e4dc2c96f
b2ce78a52d897c070fe846ceef56a773,91010,775dfb31da346e5cf77c2fda51ae7bd4,b2ce78a52d897c070fe846ceef56a773
b0ceb8739f04aabdd550254dce1c16aa,19470,bd7f75552919919b97848081d4354af1,b0ceb8739f04aabdd550254dce1c16aa
61c2616d4993655c24b0ff0a7d400fd6,6447,db8f0ba38db1ec3fb5eccef40cad82a7,61c2616d4993655c24b0ff0a7d400fd6
fe721ca30c96143ec8d1764ca2c57800,12301,8e713b13661ae56a9bac3fdbd4cd2df8,fe721ca30c96143ec8d1764ca2c57800
f0c584bdbe6bc2d65a3906a25191b07f,71680,35e29aad915d0ccfeeb308572ff8fe79,f0c584bdbe6bc2d65a3906a25191b07f
fdcdab30bfa02a13cba1adeef408d4b5,63660,f9acbb9c41a974fa5fdd57e6bf85846a,fdcdab30bfa02a13cba1adeef408d4b5
8fa05383791a1be46455976f3b50a1bb,96015,5813dccc11eeeec1c8b609e396c12291,8fa05383791a1be46455976f3b50a1bb
d72ad2046c192203ab313451dc0d9109,36155,c54e182c8f67aed244820428d9ca9085,d72ad2046c192203ab313451dc0d9109
82300dcbb75ec16bd16ef80e319ce42d,16022,e9f3aab944b658f5f0b241fca193f3b6,82300dcbb75ec16bd16ef80e319ce42d
ef9fbca59376f45868cfd03ca0d711c1,4119,fe9178012c726b1780a3553d7972a9b8,ef9fbca59376f45868cfd03ca0d711c1
abd9af16c6b85f81ac7d5eee4ecadb5a,34006,cec0dfdf4408bef61c7d93b02a41f92c,abd9af16c6b85f81ac7d5eee4ecadb5a
50da54149c28a6b981ba9041bae4f547,32670,8fa6f30389819ea6543a643faf9ad7e3,50da54149c28a6b981ba9041bae4f547
4529772b580b0249d5cdd57099d9d000,75130,b11ef0887d152f735e9b39864eae2ad3,4529772b580b0249d5cdd57099d9d000
b142f0bdd01dd366908cacf29c3d9439,37310,aa491ed0d127f4172778f54793494dd2,b142f0bdd01dd366908cacf29c3d9439
538234e72ea3c12e36bac4e44680eafd,6502,c60af7792f63f898ffc28eb10cd9d19a,538234e72ea3c12e36bac4e44680eafd
3dcd5a57a320df6b31415106a56d8635,65145,10606f62d4e20dff10d9499d5bc21a6f,3dcd5a57a320df6b31415106a56d8635
43b7dd99d64e4277a2282940816d55d4,85601,3e269d8ec37b0e8f74c0aaac57c8b059,43b7dd99d64e4277a2282940816d55d4
c349ba43b52928ebdd45c31c6f741d6e,36970,51b961a61693c869d201aee32178ad77,c349ba43b52928ebdd45c31c6f741d6e
18a6c8c07bc0c1ad6ec3f9c5e1b7fc66,76304,b94ba5a27a4df43455d1c0efc383a81c,18a6c8c07bc0c1ad6ec3f9c5e1b7fc66
e01fb276effc1ae50c020ac93fd19a1e,12230,ba242a1dd9c9df31f97af85c25e0e1bf,e01fb276effc1ae50c020ac93fd19a1e
3630d5cbfe4ca876909fde0c7c90068f,79904,5351f503c54ee55d453e848ab9b922cc,3630d5cbfe4ca876909fde0c7c90068f
7154084ce152d55bcf5cb7f27e265f61,19820,2b3c07290f8f2e99eb7f2201066b75b7,7154084ce152d55bcf5cb7f27e265f61
f41285f949fc7f25a0845316f92bb7f2,4945,4617a1e4f74a5e42a73b281034db89c5,f41285f949fc7f25a0845316f92bb7f2
a2fbca2d233e0e5cbcfe95e7545bc6ec,30441,d3007af14d2bfce1fbb2875870808b9f,a2fbca2d233e0e5cbcfe95e7545bc6ec
d4d6670e1258513bd852a41914b4f1f4,88980,f7a1e468985217906faa7ad93b8a3f38,d4d6670e1258513bd852a41914b4f1f4
75aa0f7b76847ca2b890f2e844a4df54,37470,7d77cbd8b988f81a25289a02429fab42,75aa0f7b76847ca2b890f2e844a4df54
2b2d00cc7790247c69d95d823c8d9c6e,51170,dcaa8a5fd8f675e791daccbbbc9caf11,2b2d00cc7790247c69d95d823c8d9c6e
45e3f9d574b70d26719ba4fa0988f07b,5856,e80b7d9d6ca2b46da0d5abe9c1d47548,45e3f9d574b70d26719ba4fa0988f07b
02c1e8e3240934520c94905a9b6c004c,13348,fdcd5bf547fed776194fe9a3b691a324,02c1e8e3240934520c94905a9b6c004c
0c19a1c2402dd9f603b519f1686b9e80,22291,2002527d89799a0cfb0adf6f4710bf95,0c19a1c2402dd9f603b519f1686b9e80
1c7e5b9a91a01eef9a4a9c64fe4ac441,7081,6206eea10c401d9257092927e5b66deb,1c7e5b9a91a01eef9a4a9c64fe4ac441
41c34c255ad1afe994d16365b81a200b,35543,2d48a0bfbce1c7340ddc2571ed138bd5,41c34c255ad1afe994d16365b81a200b
b00a1172e089f67980f132489a69f7b3,15085,8c2366c0870df5662275e9ffe715251f,b00a1172e089f67980f132489a69f7b3
29c3dfdabea255ab06e66922a280d4ac,29216,696e7a79f34c788e7b79e59e35756fdb,29c3dfdabea255ab06e66922a280d4ac
4a4f956bd9b42fe75897a1f63786cf06,1323,69f1e4d5709c13914c309652f82319f8,4a4f956bd9b42fe75897a1f63786cf06
1f90b2cc130733e64c99940da0940b50,31080,2a426a30d3d6787eaab8d32365278593,1f90b2cc130733e64c99940da0940b50
262f9be79b20e6b708e25229076f2a1f,6236,ad979a858d9d6a2b8bbec764d452d1a9,262f9be79b20e6b708e25229076f2a1f
79101712eda4b5d48da47568e1720514,31842,c421fd33bf5d9c343f13b2d31e19bf5c,79101712eda4b5d48da47568e1720514
4ffcfe8466141df05466bea2db1389c1,44033,dcfd7c52a6963113ae9c4e12ceebde69,4ffcfe8466141df05466bea2db1389c1
93c2b53461f9504845db7db24d5e942d,22620,ac120c30a7e66371f0ff851dfb709eef,93c2b53461f9504845db7db24d5e942d
97fbfd543f973bd88988e248eca01348,36660,76149a98fb53f831f6aa676c3193ee0f,97fbfd543f973bd88988e248eca01348
05ba9928545f8c5a3c8c253aab879636,39205,ed3646c08c3440dfcf19f92588bf1ff1,05ba9928545f8c5a3c8c253aab879636
77e0e2987754751f359ba128d6cfa606,58320,b1bbf1459cd5cbb3c23aad7656250ced,77e0e2987754751f359ba128d6cfa606
57210fcf293fab7b885ef8eb44591639,16700,de512c8ca504a59f99fc9baadb837507,57210fcf293fab7b885ef8eb44591639
19adb3f7b395a15790ce04b5e19276d5,20211,1a1b532e9fc48a702923b8ef014735e9,19adb3f7b395a15790ce04b5e19276d5
7c5a2c71a28e416cdbf1226dc542cc97,12316,4bdcd6e89c754563fdcc161a2a4b44e3,7c5a2c71a28e416cdbf1226dc542cc97
05ffdc40a1cd1b27274fb4d460103f04,13880,37ef684ef56e80eac9ebcf864d5989b3,05ffdc40a1cd1b27274fb4d460103f04
93a821452106ef7c7c700cf4e697dd6b,12236,b4280f952d27844984353301a4e5188f,93a821452106ef7c7c700cf4e697dd6b
d638b109de58991e385ffbf5291eba9d,35588,55d74dbd18c5f5e386303d8ec5b70a65,d638b109de58991e385ffbf5291eba9d
ed3c7592e1ac84fb9ab17c6567560499,62748,56400a721b65efb0da1a9f11ea5b2dc7,ed3c7592e1ac84fb9ab17c6567560499
